target,location,form,form_arabic,LEM,POS,NUMBER,PGN,kind
Yawm,40:16:12,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,40:17:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,40:17:9,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,40:18:2,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,40:27:12,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,40:29:4,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,40:30:9,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,40:32:5,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,40:33:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,40:46:6,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,40:49:11,yawomFA,يَوْمًا,yawom,N,,,primary
Yawm,40:51:9,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,40:52:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,41:9:8,yawomayoni,يَوْمَيْنِ,yawom,N,D,MD,primary
Yawm,41:10:13,>ay~aAmK,أَيَّامٍ,yawom,N,P,MP,primary
Yawm,41:12:5,yawomayoni,يَوْمَيْنِ,yawom,N,D,MD,primary
Yawm,41:16:6,>ay~aAmK,أَيَّامٍ,yawom,N,P,MP,primary
Yawm,41:19:1,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,41:40:18,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,41:47:19,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,42:7:12,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,42:45:20,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,42:47:7,yawomN,يَوْمٌ,yawom,N,,,primary
Yawm,43:39:3,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,43:65:10,yawomK,يَوْمٍ,yawom,N,,,primary
Yawm,43:68:5,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,43:83:6,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,44:10:2,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,44:16:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,44:40:2,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,44:41:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,45:14:8,>ay~aAma,أَيَّامَ,yawom,N,P,MP,primary
Yawm,45:17:19,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,45:26:9,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,45:27:5,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,45:28:10,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,45:34:2,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,45:34:7,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,45:35:10,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,46:5:13,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,46:20:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,46:20:14,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,46:21:24,yawomK,يَوْمٍ,yawom,N,,,primary
Yawm,46:34:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,46:35:12,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,50:20:5,yawomu,يَوْمُ,yawom,N,,,primary
Yawm,50:22:11,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,50:30:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,50:34:4,yawomu,يَوْمُ,yawom,N,,,primary
Yawm,50:38:9,>ay~aAmK,أَيَّامٍ,yawom,N,P,MP,primary
Yawm,50:41:2,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,50:42:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,50:42:6,yawomu,يَوْمُ,yawom,N,,,primary
Yawm,50:44:1,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,51:12:3,yawomu,يَوْمُ,yawom,N,,,primary
Yawm,51:13:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,51:60:5,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,52:9:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,52:13:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,52:45:4,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,52:46:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,54:6:3,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,54:8:7,yawomN,يَوْمٌ,yawom,N,,,primary
Yawm,54:19:7,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,54:48:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,55:29:7,yawomK,يَوْمٍ,yawom,N,,,primary
Yawm,56:50:4,yawomK,يَوْمٍ,yawom,N,,,primary
Yawm,56:56:3,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,57:4:8,>ay~aAmK,أَيَّامٍ,yawom,N,P,MP,primary
Yawm,57:12:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,57:12:11,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,57:13:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,57:15:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,58:6:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,58:7:41,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,58:18:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,58:22:6,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,60:3:6,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,60:6:11,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,62:9:8,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,64:9:1,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,64:9:3,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,64:9:6,yawomu,يَوْمُ,yawom,N,,,primary
Yawm,65:2:23,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,66:7:6,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,66:8:21,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,68:24:4,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,68:39:7,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,68:42:1,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,69:7:6,>ay~aAmK,أَيَّامٍ,yawom,N,P,MP,primary
Yawm,69:24:7,>ay~aAmi,أَيَّامِ,yawom,N,P,MP,primary
Yawm,69:35:3,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,70:4:6,yawomK,يَوْمٍ,yawom,N,,,primary
Yawm,70:8:1,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,70:26:3,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,70:42:6,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,70:43:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,70:44:6,yawomu,يَوْمُ,yawom,N,,,primary
Yawm,73:14:1,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,73:17:5,yawomFA,يَوْمًا,yawom,N,,,primary
Yawm,74:9:3,yawomN,يَوْمٌ,yawom,N,,,primary
Yawm,74:46:3,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,75:1:3,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,75:6:3,yawomu,يَوْمُ,yawom,N,,,primary
Yawm,76:7:4,yawomFA,يَوْمًا,yawom,N,,,primary
Yawm,76:10:5,yawomFA,يَوْمًا,yawom,N,,,primary
Yawm,76:11:5,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,76:27:7,yawomFA,يَوْمًا,yawom,N,,,primary
Yawm,77:12:2,yawomK,يَوْمٍ,yawom,N,,,primary
Yawm,77:13:1,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,77:14:4,yawomu,يَوْمُ,yawom,N,,,primary
Yawm,77:35:2,yawomu,يَوْمُ,yawom,N,,,primary
Yawm,77:38:2,yawomu,يَوْمُ,yawom,N,,,primary
Yawm,78:17:2,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,78:18:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,78:38:1,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,78:39:2,yawomu,يَوْمُ,yawom,N,,,primary
Yawm,78:40:5,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,79:6:1,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,79:35:1,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,79:46:2,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,80:34:1,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,82:15:2,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,82:17:4,yawomu,يَوْمُ,yawom,N,,,primary
Yawm,82:18:5,yawomu,يَوْمُ,yawom,N,,,primary
Yawm,82:19:1,yawoma,يَوْمَ,yawom,N,,,primary
Yawm,83:5:1,yawomK,يَوْمٍ,yawom,N,,,primary
Yawm,83:6:1,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,83:11:3,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,83:34:1,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,85:2:1,yawomi,يَوْمِ,yawom,N,,,primary
Yawm,86:9:1,yawoma,يَوْمَ,yawom,T,,,primary
Yawm,90:14:4,yawomK,يَوْمٍ,yawom,N,,,primary
Yawm,101:4:1,yawoma,يَوْمَ,yawom,T,,,primary
Bahr,2:50:4,baHora,بَحْرَ,baHor,N,,,primary
Bahr,2:164:13,baHori,بَحْرِ,baHor,N,,,primary
Bahr,5:96:4,baHori,بَحْرِ,baHor,N,,,primary
Bahr,6:59:12,baHori,بَحْرِ,baHor,N,,,primary
Bahr,6:63:7,baHori,بَحْرِ,baHor,N,,,primary
Bahr,6:97:11,baHori,بَحْرِ,baHor,N,,,primary
Bahr,7:138:4,baHora,بَحْرَ,baHor,N,,,primary
Bahr,7:163:7,baHori,بَحْرِ,baHor,N,,,primary
Bahr,10:22:6,baHori,بَحْرِ,baHor,N,,,primary
Bahr,10:90:4,baHora,بَحْرَ,baHor,N,,,primary
Bahr,14:32:21,baHori,بَحْرِ,baHor,N,,,primary
Bahr,16:14:4,baHora,بَحْرَ,baHor,N,,,primary
Bahr,17:66:7,baHori,بَحْرِ,baHor,N,,,primary
Bahr,17:67:5,baHori,بَحْرِ,baHor,N,,,primary
Bahr,17:70:8,baHori,بَحْرِ,baHor,N,,,primary
Bahr,18:60:10,baHorayoni,بَحْرَيْنِ,baHor,N,D,MD,primary
Bahr,18:61:10,baHori,بَحْرِ,baHor,N,,,primary
Bahr,18:63:19,baHori,بَحْرِ,baHor,N,,,primary
Bahr,18:79:7,baHori,بَحْرِ,baHor,N,,,primary
Bahr,18:109:4,baHoru,بَحْرُ,baHor,N,,,primary
Bahr,18:109:9,baHoru,بَحْرُ,baHor,N,,,primary
Bahr,20:77:12,baHori,بَحْرِ,baHor,N,,,primary
Bahr,22:65:13,baHori,بَحْرِ,baHor,N,,,primary
Bahr,24:40:4,baHorK,بَحْرٍ,baHor,N,,,primary
Bahr,25:53:4,baHorayoni,بَحْرَيْنِ,baHor,N,D,MD,primary
Bahr,26:63:7,baHora,بَحْرَ,baHor,N,,,primary
Bahr,27:61:13,baHorayoni,بَحْرَيْنِ,baHor,N,D,MD,primary
Bahr,27:63:6,baHori,بَحْرِ,baHor,N,,,primary
Bahr,30:41:5,baHori,بَحْرِ,baHor,N,,,primary
Bahr,31:27:8,baHoru,بَحْرُ,baHor,N,,,primary
Bahr,31:27:13,>aboHurK,أَبْحُرٍ,baHor,N,P,MP,primary
Bahr,31:31:7,baHori,بَحْرِ,baHor,N,,,primary
Bahr,35:12:3,baHoraAni,بَحْرَانِ,baHor,N,D,MD,primary
Bahr,42:32:5,baHori,بَحْرِ,baHor,N,,,primary
Bahr,44:24:2,baHora,بَحْرَ,baHor,N,,,primary
Bahr,45:12:5,baHora,بَحْرَ,baHor,N,,,primary
Bahr,52:6:1,baHori,بَحْرِ,baHor,N,,,primary
Bahr,55:19:2,baHorayoni,بَحْرَيْنِ,baHor,N,D,MD,primary
Bahr,55:24:5,baHori,بَحْرِ,baHor,N,,,primary
Bahr,81:6:2,biHaAru,بِحَارُ,baHor,N,P,MP,primary
Bahr,82:3:2,biHaAru,بِحَارُ,baHor,N,P,MP,primary
Barr,3:193:20,>aboraAri,أَبْرَارِ,bar~,N,P,MP,primary
Barr,3:198:21,>aboraAri,أَبْرَارِ,bar~,N,P,MP,primary
Barr,5:96:12,bar~i,بَرِّ,bar~,N,,,primary
Barr,6:59:11,bar~i,بَرِّ,bar~,N,,,primary
Barr,6:63:6,bar~i,بَرِّ,bar~,N,,,primary
Barr,6:97:10,bar~i,بَرِّ,bar~,N,,,primary
Barr,10:22:5,bar~i,بَرِّ,bar~,N,,,primary
Barr,17:67:14,bar~i,بَرِّ,bar~,N,,,primary
Barr,17:68:6,bar~i,بَرِّ,bar~,N,,,primary
Barr,17:70:7,bar~i,بَرِّ,bar~,N,,,primary
Barr,19:14:1,bar~F[A,بَرًّۢا,bar~,N,,,primary
Barr,19:32:1,bar~F[A,بَرًّۢا,bar~,N,,,primary
Barr,27:63:5,bar~i,بَرِّ,bar~,N,,,primary
Barr,29:65:13,bar~i,بَرِّ,bar~,N,,,primary
Barr,30:41:4,bar~i,بَرِّ,bar~,N,,,primary
Barr,31:32:13,bar~i,بَرِّ,bar~,N,,,primary
Barr,52:28:8,bar~u,بَرُّ,bar~,N,,,primary
Barr,76:5:2,>aboraAra,أَبْرَارَ,bar~,N,P,MP,primary
Barr,80:16:2,bararapK,بَرَرَةٍ,bar~,ADJ,P,FP,primary
Barr,82:13:2,>aboraAra,أَبْرَارَ,bar~,N,P,MP,primary
Barr,83:18:4,>aboraAri,أَبْرَارِ,bar~,N,P,MP,primary
Barr,83:22:2,>aboraAra,أَبْرَارَ,bar~,N,P,MP,primary
Jannah,2:25:8,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,2:35:6,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,2:82:7,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,2:111:4,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,2:214:5,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,2:221:32,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,2:265:12,jan~apK],جَنَّةٍۭ,jan~ap,N,,,primary
Jannah,2:266:6,jan~apN,جَنَّةٌ,jan~ap,N,,,primary
Jannah,3:15:10,jan~a`tN,جَنَّٰتٌ,jan~ap,N,P,FP,primary
Jannah,3:133:6,jan~apK,جَنَّةٍ,jan~ap,N,,,primary
Jannah,3:136:6,jan~a`tN,جَنَّٰتٌ,jan~ap,N,P,FP,primary
Jannah,3:142:5,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,3:185:15,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,3:195:31,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,3:198:6,jan~a`tN,جَنَّٰتٌ,jan~ap,N,P,FP,primary
Jannah,4:13:9,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,4:57:6,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,4:122:6,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,4:124:13,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,5:12:32,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,5:65:11,jan~a`ti,جَنَّٰتِ,jan~ap,N,P,FP,primary
Jannah,5:72:27,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,5:85:5,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,5:119:9,jan~a`tN,جَنَّٰتٌ,jan~ap,N,P,FP,primary
Jannah,6:99:25,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,6:141:4,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,7:19:5,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,7:22:14,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,7:27:10,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,7:40:14,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,7:42:12,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,7:43:32,jan~apu,جَنَّةُ,jan~ap,PN,,,primary
Jannah,7:44:3,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,7:46:11,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,7:49:9,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,7:50:5,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,9:21:6,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,9:72:5,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,9:72:15,jan~a`ti,جَنَّٰتِ,jan~ap,N,P,FP,primary
Jannah,9:89:4,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,9:100:16,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,9:111:10,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,10:9:14,jan~a`ti,جَنَّٰتِ,jan~ap,N,P,FP,primary
Jannah,10:26:13,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,11:23:11,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,11:108:5,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,13:4:5,jan~a`tN,جَنَّٰتٌ,jan~ap,N,P,FP,primary
Jannah,13:23:1,jan~a`tu,جَنَّٰتُ,jan~ap,N,P,FP,primary
Jannah,13:35:2,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,14:23:6,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,15:45:4,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,16:31:1,jan~a`tu,جَنَّٰتُ,jan~ap,N,P,FP,primary
Jannah,16:32:9,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,17:91:4,jan~apN,جَنَّةٌ,jan~ap,N,,,primary
Jannah,18:31:3,jan~a`tu,جَنَّٰتُ,jan~ap,N,P,FP,primary
Jannah,18:32:7,jan~atayoni,جَنَّتَيْنِ,jan~ap,N,D,FD,primary
Jannah,18:33:2,jan~atayoni,جَنَّتَيْنِ,jan~ap,N,D,FD,primary
Jannah,18:35:2,jan~ata,جَنَّتَ,jan~ap,N,,,primary
Jannah,18:39:4,jan~ata,جَنَّتَ,jan~ap,N,,,primary
Jannah,18:40:7,jan~ati,جَنَّتِ,jan~ap,N,,,primary
Jannah,18:107:8,jan~a`tu,جَنَّٰتُ,jan~ap,N,P,FP,primary
Jannah,19:60:9,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,19:61:1,jan~a`ti,جَنَّٰتِ,jan~ap,N,P,FP,primary
Jannah,19:63:2,jan~apu,جَنَّةُ,jan~ap,PN,,,primary
Jannah,20:76:1,jan~a`tu,جَنَّٰتُ,jan~ap,N,P,FP,primary
Jannah,20:117:11,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,20:121:11,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,22:14:8,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,22:23:8,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,22:56:11,jan~a`ti,جَنَّٰتِ,jan~ap,N,P,FP,primary
Jannah,23:19:4,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,25:8:8,jan~apN,جَنَّةٌ,jan~ap,N,,,primary
Jannah,25:10:10,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,25:15:5,jan~apu,جَنَّةُ,jan~ap,N,,,primary
Jannah,25:24:2,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,26:57:3,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,26:85:4,jan~api,جَنَّةِ,jan~ap,N,,,primary
Jannah,26:90:2,jan~apu,جَنَّةُ,jan~ap,PN,,,primary
Jannah,26:134:1,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,26:147:2,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,29:58:7,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,31:8:7,jan~a`tu,جَنَّٰتُ,jan~ap,N,P,FP,primary
Jannah,32:19:7,jan~a`tu,جَنَّٰتُ,jan~ap,N,P,FP,primary
Jannah,34:15:7,jan~ataAni,جَنَّتَانِ,jan~ap,N,D,FD,primary
Jannah,34:16:7,jan~atayo,جَنَّتَيْ,jan~ap,N,D,FD,primary
Jannah,34:16:8,jan~atayoni,جَنَّتَيْنِ,jan~ap,N,D,FD,primary
Jannah,35:33:1,jan~a`tu,جَنَّٰتُ,jan~ap,N,P,FP,primary
Jannah,36:26:3,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,36:34:3,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,36:55:3,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,37:43:2,jan~a`ti,جَنَّٰتِ,jan~ap,N,P,FP,primary
Jannah,38:50:1,jan~a`ti,جَنَّٰتِ,jan~ap,N,P,FP,primary
Jannah,39:73:6,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,39:74:11,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,40:8:3,jan~a`ti,جَنَّٰتِ,jan~ap,N,P,FP,primary
Jannah,40:40:19,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,41:30:16,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,42:7:19,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,42:22:15,jan~aAti,جَنَّاتِ,jan~ap,N,P,FP,primary
Jannah,43:70:2,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,43:72:2,jan~apu,جَنَّةُ,jan~ap,PN,,,primary
Jannah,44:25:4,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,44:52:2,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,46:14:3,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,46:16:13,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,47:6:2,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,47:12:8,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,47:15:2,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,48:5:4,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,48:17:18,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,50:9:8,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,50:31:2,jan~apu,جَنَّةُ,jan~ap,PN,,,primary
Jannah,51:15:4,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,52:17:4,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,53:15:2,jan~apu,جَنَّةُ,jan~ap,N,,,primary
Jannah,54:54:4,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,55:46:5,jan~ataAni,جَنَّتَانِ,jan~ap,N,D,FD,primary
Jannah,55:54:8,jan~atayoni,جَنَّتَيْنِ,jan~ap,N,D,FD,primary
Jannah,55:62:3,jan~ataAni,جَنَّتَانِ,jan~ap,N,D,FD,primary
Jannah,56:12:2,jan~a`ti,جَنَّٰتِ,jan~ap,N,P,FP,primary
Jannah,56:89:3,jan~atu,جَنَّتُ,jan~ap,N,P,FP,primary
Jannah,57:12:12,jan~a`tN,جَنَّٰتٌ,jan~ap,N,P,FP,primary
Jannah,57:21:6,jan~apK,جَنَّةٍ,jan~ap,N,P,FP,primary
Jannah,58:22:31,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,59:20:6,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,59:20:8,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,61:12:5,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,61:12:13,jan~a`ti,جَنَّٰتِ,jan~ap,N,P,FP,primary
Jannah,64:9:17,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,65:11:22,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,66:8:16,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,66:11:16,jan~api,جَنَّةِ,jan~ap,PN,,,primary
Jannah,68:17:6,jan~api,جَنَّةِ,jan~ap,N,,,primary
Jannah,68:34:5,jan~a`ti,جَنَّٰتِ,jan~ap,N,P,FP,primary
Jannah,69:22:2,jan~apK,جَنَّةٍ,jan~ap,N,,,primary
Jannah,70:35:3,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,70:38:7,jan~apa,جَنَّةَ,jan~ap,N,,,primary
Jannah,71:12:6,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,74:40:2,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,76:12:4,jan~apF,جَنَّةً,jan~ap,N,,,primary
Jannah,78:16:1,jan~a`tK,جَنَّٰتٍ,jan~ap,N,P,FP,primary
Jannah,79:41:2,jan~apa,جَنَّةَ,jan~ap,PN,,,primary
Jannah,81:13:2,jan~apu,جَنَّةُ,jan~ap,PN,,,primary
Jannah,85:11:7,jan~a`tN,جَنَّٰتٌ,jan~ap,N,P,FP,primary
Jannah,88:10:2,jan~apK,جَنَّةٍ,jan~ap,N,,,primary
Jannah,89:30:2,jan~ati,جَنَّتِ,jan~ap,N,,,primary
Jannah,98:8:4,jan~a`tu,جَنَّٰتُ,jan~ap,N,P,FP,primary
Jahannam,2:206:10,jahan~amu,جَهَنَّمُ,jahan~am,PN,,,primary
Jahannam,3:12:7,jahan~ama,جَهَنَّمَ,jahan~am,PN,,,primary
Jahannam,3:162:11,jahan~amu,جَهَنَّمُ,jahan~am,PN,,,primary
Jahannam,3:197:5,jahan~amu,جَهَنَّمُ,jahan~am,PN,,,primary
Jahannam,4:55:10,jahan~ama,جَهَنَّمَ,jahan~am,PN,,,primary
Jahannam,4:93:6,jahan~amu,جَهَنَّمُ,jahan~am,PN,,,primary
Jahannam,4:97:25,jahan~amu,جَهَنَّمُ,jahan~am,PN,,,primary
Jahannam,4:115:18,jahan~ama,جَهَنَّمَ,jahan~am,PN,,,primary
Jahannam,4:121:3,jahan~amu,جَهَنَّمُ,jahan~am,PN,,,primary
Jahannam,4:140:32,jahan~ama,جَهَنَّمَ,jahan~am,PN,,,primary
Jahannam,4:169:3,jahan~ama,جَهَنَّمَ,jahan~am,PN,,,primary
Jahannam,7:18:10,jahan~ama,جَهَنَّمَ,jahan~am,PN,,,primary
